entry_id,co2_ppm,ch4_ppm,created_at,fecha
1631,419,414.60928,2025-08-19T14:47:00-05:00,2025-08-19
1632,414,418.125,2025-08-19T14:47:28-05:00,2025-08-19
1633,435,428.67191,2025-08-19T14:47:48-05:00,2025-08-19
1634,425,423.75003,2025-08-19T14:48:14-05:00,2025-08-19
1635,469,463.82806,2025-08-19T15:14:21-05:00,2025-08-19
1636,468,465.23444,2025-08-19T15:14:44-05:00,2025-08-19
1637,463,456.09369,2025-08-19T15:15:08-05:00,2025-08-19
1638,451,443.43747,2025-08-19T15:15:32-05:00,2025-08-19
1639,454,442.7345,2025-08-19T15:15:57-05:00,2025-08-19
1640,445,442.03131,2025-08-19T15:16:21-05:00,2025-08-19
1641,470,468.04694,2025-08-19T15:16:47-05:00,2025-08-19
1642,478,472.26562,2025-08-19T15:17:11-05:00,2025-08-19
1643,483,477.89066,2025-08-19T15:17:33-05:00,2025-08-19
1644,486,484.21866,2025-08-19T15:17:57-05:00,2025-08-19
1645,489,482.8125,2025-08-19T15:18:22-05:00,2025-08-19
1646,490,487.03119,2025-08-19T15:18:45-05:00,2025-08-19
1647,491,487.03119,2025-08-19T15:19:09-05:00,2025-08-19
1648,493,485.62503,2025-08-19T15:19:33-05:00,2025-08-19
1649,494,489.84369,2025-08-19T15:20:00-05:00,2025-08-19
1650,494,491.95325,2025-08-19T15:20:22-05:00,2025-08-19
1651,494,488.43756,2025-08-19T15:20:45-05:00,2025-08-19
1652,494,489.84369,2025-08-19T15:21:10-05:00,2025-08-19
1653,506,499.68762,2025-08-19T15:33:02-05:00,2025-08-19
1654,509,503.20309,2025-08-19T15:33:26-05:00,2025-08-19
1655,503,496.87512,2025-08-19T15:33:50-05:00,2025-08-19
1656,499,494.06259,2025-08-19T15:34:14-05:00,2025-08-19
1657,498,492.65622,2025-08-19T15:34:38-05:00,2025-08-19
1658,497,491.25006,2025-08-19T15:35:02-05:00,2025-08-19
1659,497,495.46875,2025-08-19T15:35:26-05:00,2025-08-19
1660,497,492.65622,2025-08-19T15:35:50-05:00,2025-08-19
1661,497,491.25006,2025-08-19T15:36:21-05:00,2025-08-19
1663,933,930,2025-08-19T21:09:39-05:00,2025-08-19
1664,932,926.48431,2025-08-19T21:10:03-05:00,2025-08-19
1665,930,927.89069,2025-08-19T21:10:27-05:00,2025-08-19
1666,930,922.96881,2025-08-19T21:10:54-05:00,2025-08-19
1667,930,925.07812,2025-08-19T21:11:18-05:00,2025-08-19
1668,930,926.48431,2025-08-19T21:11:39-05:00,2025-08-19
1669,931,924.37494,2025-08-19T21:12:03-05:00,2025-08-19
1670,930,923.672,2025-08-19T21:12:27-05:00,2025-08-19
1671,930,927.1875,2025-08-19T21:12:51-05:00,2025-08-19
1672,931,926.48431,2025-08-19T21:13:15-05:00,2025-08-19
1673,931,928.59387,2025-08-19T21:13:41-05:00,2025-08-19
1674,931,927.1875,2025-08-19T21:14:06-05:00,2025-08-19
1675,931,926.48431,2025-08-19T21:14:28-05:00,2025-08-19
1676,932,927.1875,2025-08-19T21:14:52-05:00,2025-08-19
1677,932,926.48431,2025-08-19T21:15:16-05:00,2025-08-19
1678,931,927.89069,2025-08-19T21:15:39-05:00,2025-08-19
1679,933,930,2025-08-19T21:16:06-05:00,2025-08-19
1680,933,929.29681,2025-08-19T21:16:28-05:00,2025-08-19
1681,934,930,2025-08-19T21:16:52-05:00,2025-08-19
1682,934,928.59387,2025-08-19T21:17:15-05:00,2025-08-19
1683,933,929.29681,2025-08-19T21:17:42-05:00,2025-08-19
1684,933,930,2025-08-19T21:18:07-05:00,2025-08-19
1685,934,928.59387,2025-08-19T21:18:28-05:00,2025-08-19
1686,934,930,2025-08-19T21:18:52-05:00,2025-08-19
1687,934,929.29681,2025-08-19T21:19:16-05:00,2025-08-19
1688,935,929.29681,2025-08-19T21:19:43-05:00,2025-08-19
1689,936,933.51569,2025-08-19T21:20:07-05:00,2025-08-19
1690,935,929.29681,2025-08-19T21:20:33-05:00,2025-08-19
1691,934,930,2025-08-19T21:20:53-05:00,2025-08-19
1692,936,932.10931,2025-08-19T21:21:17-05:00,2025-08-19
1693,935,929.29681,2025-08-19T21:21:40-05:00,2025-08-19
1694,936,934.92187,2025-08-19T21:22:04-05:00,2025-08-19
1695,936,934.21869,2025-08-19T21:22:28-05:00,2025-08-19
1696,937,935.62506,2025-08-19T21:22:52-05:00,2025-08-19
1697,939,937.03119,2025-08-19T21:26:51-05:00,2025-08-19
1698,940,937.73438,2025-08-19T21:27:38-05:00,2025-08-19
1699,943,940.54687,2025-08-19T21:28:28-05:00,2025-08-19
1700,942,938.43756,2025-08-19T21:29:43-05:00,2025-08-19
1701,942,937.03119,2025-08-19T21:30:26-05:00,2025-08-19
1702,940,937.73438,2025-08-19T21:35:30-05:00,2025-08-19
1703,941,934.92187,2025-08-19T21:36:12-05:00,2025-08-19
1704,940,934.21869,2025-08-19T21:36:39-05:00,2025-08-19
1705,940,935.62506,2025-08-19T21:37:03-05:00,2025-08-19
1706,941,937.03119,2025-08-19T21:37:25-05:00,2025-08-19
1707,941,938.43756,2025-08-19T21:38:13-05:00,2025-08-19
1708,940,934.21869,2025-08-19T21:39:01-05:00,2025-08-19
1709,940,934.92187,2025-08-19T21:39:27-05:00,2025-08-19
1710,941,937.03119,2025-08-19T21:39:49-05:00,2025-08-19
1711,942,938.43756,2025-08-19T21:40:14-05:00,2025-08-19
1712,942,937.73438,2025-08-19T21:40:40-05:00,2025-08-19
1713,942,937.73438,2025-08-19T21:41:52-05:00,2025-08-19
1714,941,937.03119,2025-08-19T21:42:14-05:00,2025-08-19
1715,940,935.62506,2025-08-19T21:42:42-05:00,2025-08-19
1716,941,938.43756,2025-08-19T21:43:55-05:00,2025-08-19
1717,941,938.43756,2025-08-19T21:44:16-05:00,2025-08-19
1718,942,938.43756,2025-08-19T21:45:32-05:00,2025-08-19
1719,940,937.03119,2025-08-19T21:45:56-05:00,2025-08-19
1720,941,938.43756,2025-08-19T21:46:20-05:00,2025-08-19
1721,941,937.03119,2025-08-19T21:46:44-05:00,2025-08-19
1722,941,934.21869,2025-08-19T21:47:08-05:00,2025-08-19
1723,941,938.43756,2025-08-19T21:47:32-05:00,2025-08-19
1724,940,934.21869,2025-08-19T21:47:56-05:00,2025-08-19
1725,940,934.21869,2025-08-19T21:48:20-05:00,2025-08-19
1726,942,938.43756,2025-08-19T21:48:47-05:00,2025-08-19
1727,942,937.73438,2025-08-19T21:49:08-05:00,2025-08-19
1728,942,937.03119,2025-08-19T21:49:33-05:00,2025-08-19
1729,940,937.73438,2025-08-19T21:50:00-05:00,2025-08-19
1730,940,934.21869,2025-08-19T21:50:25-05:00,2025-08-19
1731,940,934.21869,2025-08-19T21:50:45-05:00,2025-08-19
1732,940,934.92187,2025-08-19T21:51:14-05:00,2025-08-19
1733,940,934.21869,2025-08-19T21:51:33-05:00,2025-08-19
1734,939,934.92187,2025-08-19T21:51:59-05:00,2025-08-19
1735,940,935.62506,2025-08-19T21:52:21-05:00,2025-08-19
1736,939,934.21869,2025-08-19T21:52:45-05:00,2025-08-19
1737,940,934.21869,2025-08-19T21:53:09-05:00,2025-08-19
1738,940,936.32825,2025-08-19T21:53:33-05:00,2025-08-19
1739,940,934.21869,2025-08-19T21:53:57-05:00,2025-08-19
1740,939,935.62506,2025-08-19T21:54:21-05:00,2025-08-19
1741,939,934.92187,2025-08-19T21:54:45-05:00,2025-08-19
1742,938,934.21869,2025-08-19T21:55:09-05:00,2025-08-19
1743,939,934.92187,2025-08-19T21:55:34-05:00,2025-08-19
1744,939,934.92187,2025-08-19T21:55:57-05:00,2025-08-19
1745,940,934.21869,2025-08-19T21:56:23-05:00,2025-08-19
1746,939,934.92187,2025-08-19T21:56:46-05:00,2025-08-19
1747,940,934.21869,2025-08-19T21:57:09-05:00,2025-08-19
1748,940,935.62506,2025-08-19T21:57:34-05:00,2025-08-19
1749,939,935.62506,2025-08-19T21:58:00-05:00,2025-08-19
1750,939,934.92187,2025-08-19T21:58:47-05:00,2025-08-19
1751,938,934.21869,2025-08-19T21:59:35-05:00,2025-08-19
1752,938,934.92187,2025-08-19T21:59:58-05:00,2025-08-19
1753,938,934.21869,2025-08-19T22:00:22-05:00,2025-08-19
1754,939,934.21869,2025-08-19T22:00:46-05:00,2025-08-19
1755,938,934.92187,2025-08-19T22:01:16-05:00,2025-08-19
1756,938,934.21869,2025-08-19T22:01:37-05:00,2025-08-19
1757,939,934.21869,2025-08-19T22:01:58-05:00,2025-08-19
1758,938,934.92187,2025-08-19T22:02:22-05:00,2025-08-19
1759,938,934.21869,2025-08-19T22:02:46-05:00,2025-08-19
1760,937,932.10931,2025-08-19T22:03:10-05:00,2025-08-19
1761,938,932.10931,2025-08-19T22:03:35-05:00,2025-08-19
1762,936,931.40637,2025-08-19T22:04:01-05:00,2025-08-19
1763,937,932.8125,2025-08-19T22:04:25-05:00,2025-08-19
1764,938,934.21869,2025-08-19T22:04:46-05:00,2025-08-19
1765,938,934.92187,2025-08-19T22:05:35-05:00,2025-08-19
1766,937,931.40637,2025-08-19T22:05:59-05:00,2025-08-19
1767,937,935.62506,2025-08-19T22:06:23-05:00,2025-08-19
1768,936,931.40637,2025-08-19T22:07:11-05:00,2025-08-19
1769,936,932.8125,2025-08-19T22:07:35-05:00,2025-08-19
1770,936,932.10931,2025-08-19T22:08:02-05:00,2025-08-19
1771,936,932.10931,2025-08-19T22:08:23-05:00,2025-08-19
1772,937,932.8125,2025-08-19T22:08:47-05:00,2025-08-19
1773,936,931.40637,2025-08-19T22:09:11-05:00,2025-08-19
1774,936,932.8125,2025-08-19T22:09:35-05:00,2025-08-19
1775,937,931.40637,2025-08-19T22:09:59-05:00,2025-08-19
1776,937,931.40637,2025-08-19T22:10:23-05:00,2025-08-19
1777,935,930,2025-08-19T22:10:48-05:00,2025-08-19
1778,934,929.29681,2025-08-19T22:11:12-05:00,2025-08-19
1779,933,930,2025-08-19T22:11:36-05:00,2025-08-19
1780,935,930,2025-08-19T22:12:00-05:00,2025-08-19
1781,936,932.10931,2025-08-19T22:12:27-05:00,2025-08-19
1782,935,932.8125,2025-08-19T22:12:48-05:00,2025-08-19
1783,936,932.10931,2025-08-19T22:13:13-05:00,2025-08-19
1784,936,932.10931,2025-08-19T22:13:36-05:00,2025-08-19
1785,936,932.8125,2025-08-19T22:14:00-05:00,2025-08-19
1786,936,931.40637,2025-08-19T22:14:25-05:00,2025-08-19
1787,937,932.8125,2025-08-19T22:15:15-05:00,2025-08-19
1788,936,931.40637,2025-08-19T22:15:36-05:00,2025-08-19
1789,935,931.40637,2025-08-19T22:16:00-05:00,2025-08-19
1790,934,929.29681,2025-08-19T22:16:24-05:00,2025-08-19
1791,936,931.40637,2025-08-19T22:16:51-05:00,2025-08-19
1792,936,931.40637,2025-08-19T22:17:12-05:00,2025-08-19
1793,937,932.10931,2025-08-19T22:17:40-05:00,2025-08-19
1794,935,931.40637,2025-08-19T22:18:01-05:00,2025-08-19
1795,933,930,2025-08-19T22:18:25-05:00,2025-08-19
1796,934,928.59387,2025-08-19T22:18:49-05:00,2025-08-19
1797,934,931.40637,2025-08-19T22:19:13-05:00,2025-08-19
1798,933,929.29681,2025-08-19T22:19:37-05:00,2025-08-19
1799,933,928.59387,2025-08-19T22:20:01-05:00,2025-08-19
1800,933,927.89069,2025-08-19T22:20:25-05:00,2025-08-19
1801,932,926.48431,2025-08-19T22:20:53-05:00,2025-08-19
1802,932,926.48431,2025-08-19T22:21:13-05:00,2025-08-19
1803,931,927.1875,2025-08-19T22:21:37-05:00,2025-08-19
1804,932,926.48431,2025-08-19T22:22:04-05:00,2025-08-19
1805,933,926.48431,2025-08-19T22:22:26-05:00,2025-08-19
1806,932,927.1875,2025-08-19T22:23:16-05:00,2025-08-19
1807,933,928.59387,2025-08-19T22:23:37-05:00,2025-08-19
1808,933,926.48431,2025-08-19T22:24:01-05:00,2025-08-19
1809,932,925.78131,2025-08-19T22:24:25-05:00,2025-08-19
1810,933,928.59387,2025-08-19T22:24:49-05:00,2025-08-19
1811,933,929.29681,2025-08-19T22:25:14-05:00,2025-08-19
1812,933,928.59387,2025-08-19T22:25:40-05:00,2025-08-19
1813,933,929.29681,2025-08-19T22:26:02-05:00,2025-08-19
1814,932,927.1875,2025-08-19T22:26:26-05:00,2025-08-19
1815,933,928.59387,2025-08-19T22:26:51-05:00,2025-08-19
1816,932,927.1875,2025-08-19T22:27:14-05:00,2025-08-19
1817,932,926.48431,2025-08-19T22:27:38-05:00,2025-08-19
1818,932,925.78131,2025-08-19T22:28:03-05:00,2025-08-19
1819,932,929.29681,2025-08-19T22:28:29-05:00,2025-08-19
1820,931,927.1875,2025-08-19T22:28:50-05:00,2025-08-19
1821,932,925.78131,2025-08-19T22:29:15-05:00,2025-08-19
1822,931,927.1875,2025-08-19T22:30:02-05:00,2025-08-19
1823,931,926.48431,2025-08-19T22:30:26-05:00,2025-08-19
1824,931,927.1875,2025-08-19T22:30:50-05:00,2025-08-19
1825,932,926.48431,2025-08-19T22:31:15-05:00,2025-08-19
1826,932,925.78131,2025-08-19T22:31:39-05:00,2025-08-19
1827,932,927.1875,2025-08-19T22:32:03-05:00,2025-08-19
1828,931,926.48431,2025-08-19T22:32:27-05:00,2025-08-19
1829,930,926.48431,2025-08-19T22:32:51-05:00,2025-08-19
1830,931,927.1875,2025-08-19T22:33:15-05:00,2025-08-19
1831,930,925.78131,2025-08-19T22:33:39-05:00,2025-08-19
1832,930,927.1875,2025-08-19T22:34:03-05:00,2025-08-19
1833,930,925.78131,2025-08-19T22:34:27-05:00,2025-08-19
1834,929,922.96881,2025-08-19T22:34:51-05:00,2025-08-19
1835,928,924.37494,2025-08-19T22:35:15-05:00,2025-08-19
1836,928,922.96881,2025-08-19T22:35:39-05:00,2025-08-19
1837,928,922.96881,2025-08-19T22:36:03-05:00,2025-08-19
1838,929,924.37494,2025-08-19T22:36:28-05:00,2025-08-19
1839,928,922.96881,2025-08-19T22:36:52-05:00,2025-08-19
1840,929,923.672,2025-08-19T22:37:40-05:00,2025-08-19
1841,928,922.96881,2025-08-19T22:38:04-05:00,2025-08-19
1842,928,924.37494,2025-08-19T22:38:28-05:00,2025-08-19
1843,928,922.96881,2025-08-19T22:38:52-05:00,2025-08-19
1844,928,922.96881,2025-08-19T22:39:16-05:00,2025-08-19
1845,929,923.672,2025-08-19T22:39:40-05:00,2025-08-19
1846,928,922.96881,2025-08-19T22:40:04-05:00,2025-08-19
1847,928,924.37494,2025-08-19T22:40:28-05:00,2025-08-19
1848,928,923.672,2025-08-19T22:40:52-05:00,2025-08-19
1849,928,922.96881,2025-08-19T22:41:16-05:00,2025-08-19
1850,928,924.37494,2025-08-19T22:41:40-05:00,2025-08-19
1851,927,923.672,2025-08-19T22:42:07-05:00,2025-08-19
1852,927,922.96881,2025-08-19T22:42:29-05:00,2025-08-19
1853,927,924.37494,2025-08-19T22:42:53-05:00,2025-08-19
1854,926,921.56244,2025-08-19T22:43:16-05:00,2025-08-19
1855,926,920.8595,2025-08-19T22:43:40-05:00,2025-08-19
1856,926,921.56244,2025-08-19T22:44:04-05:00,2025-08-19
1857,925,920.8595,2025-08-19T22:44:29-05:00,2025-08-19
1858,924,920.8595,2025-08-19T22:44:53-05:00,2025-08-19
1859,926,921.56244,2025-08-19T22:45:17-05:00,2025-08-19
1860,926,923.672,2025-08-19T22:45:40-05:00,2025-08-19
1861,926,921.56244,2025-08-19T22:46:05-05:00,2025-08-19
1862,926,921.56244,2025-08-19T22:46:29-05:00,2025-08-19
1863,926,920.8595,2025-08-19T22:46:58-05:00,2025-08-19
1864,925,921.56244,2025-08-19T22:47:17-05:00,2025-08-19
1865,925,920.8595,2025-08-19T22:47:41-05:00,2025-08-19
1866,924,920.8595,2025-08-19T22:48:05-05:00,2025-08-19
1867,923,921.56244,2025-08-19T22:48:29-05:00,2025-08-19
1868,923,920.8595,2025-08-19T22:48:53-05:00,2025-08-19
1869,923,917.34375,2025-08-19T22:49:17-05:00,2025-08-19
1870,923,918.74994,2025-08-19T22:49:41-05:00,2025-08-19
1871,923,920.8595,2025-08-19T22:50:06-05:00,2025-08-19
1872,925,921.56244,2025-08-19T22:50:30-05:00,2025-08-19
1873,924,921.56244,2025-08-19T22:50:53-05:00,2025-08-19
1874,925,920.15631,2025-08-19T22:51:20-05:00,2025-08-19
1875,925,921.56244,2025-08-19T22:51:42-05:00,2025-08-19
1876,923,918.04694,2025-08-19T22:52:05-05:00,2025-08-19
1877,922,917.34375,2025-08-19T22:52:30-05:00,2025-08-19
1878,924,921.56244,2025-08-19T22:52:55-05:00,2025-08-19
1879,924,920.15631,2025-08-19T22:53:18-05:00,2025-08-19
1880,923,918.74994,2025-08-19T22:53:42-05:00,2025-08-19
1881,923,918.04694,2025-08-19T22:54:06-05:00,2025-08-19
1882,921,915.23444,2025-08-19T22:54:30-05:00,2025-08-19
1883,921,918.74994,2025-08-19T22:54:54-05:00,2025-08-19
1884,921,915.23444,2025-08-19T22:55:18-05:00,2025-08-19
1885,921,915.23444,2025-08-19T22:55:42-05:00,2025-08-19
1886,921,915.93762,2025-08-19T22:56:06-05:00,2025-08-19
1887,921,915.23444,2025-08-19T22:56:30-05:00,2025-08-19
1888,920,915.93762,2025-08-19T22:56:56-05:00,2025-08-19
1889,919,915.93762,2025-08-19T22:57:19-05:00,2025-08-19
1890,920,914.53125,2025-08-19T22:57:42-05:00,2025-08-19
1891,920,915.93762,2025-08-19T22:58:07-05:00,2025-08-19
1892,920,915.23444,2025-08-19T22:58:31-05:00,2025-08-19
1893,920,915.23444,2025-08-19T22:58:55-05:00,2025-08-19
1894,918,915.23444,2025-08-19T22:59:43-05:00,2025-08-19
1895,920,915.93762,2025-08-19T23:00:32-05:00,2025-08-19
1896,919,914.53125,2025-08-19T23:00:55-05:00,2025-08-19
1897,918,913.12512,2025-08-19T23:01:21-05:00,2025-08-19
1898,918,911.71875,2025-08-19T23:01:43-05:00,2025-08-19
1899,919,915.23444,2025-08-19T23:02:07-05:00,2025-08-19
1900,919,915.93762,2025-08-19T23:02:31-05:00,2025-08-19
1901,918,912.42194,2025-08-19T23:02:55-05:00,2025-08-19
1902,917,913.12512,2025-08-19T23:03:20-05:00,2025-08-19
1903,917,913.12512,2025-08-19T23:03:44-05:00,2025-08-19
1904,917,912.42194,2025-08-19T23:04:08-05:00,2025-08-19
1905,917,913.12512,2025-08-19T23:04:35-05:00,2025-08-19
1906,917,912.42194,2025-08-19T23:04:56-05:00,2025-08-19
1907,918,912.42194,2025-08-19T23:05:20-05:00,2025-08-19
1908,918,913.12512,2025-08-19T23:05:44-05:00,2025-08-19
1909,918,912.42194,2025-08-19T23:06:08-05:00,2025-08-19
1910,917,913.12512,2025-08-19T23:06:34-05:00,2025-08-19
1911,918,913.12512,2025-08-19T23:06:56-05:00,2025-08-19
1912,919,912.42194,2025-08-19T23:07:20-05:00,2025-08-19
1913,918,912.42194,2025-08-19T23:07:44-05:00,2025-08-19
1914,917,913.12512,2025-08-19T23:08:08-05:00,2025-08-19
1915,917,912.42194,2025-08-19T23:08:32-05:00,2025-08-19
1916,917,913.12512,2025-08-19T23:08:56-05:00,2025-08-19
1917,916,913.12512,2025-08-19T23:09:20-05:00,2025-08-19
1918,916,909.60944,2025-08-19T23:09:44-05:00,2025-08-19
1919,915,910.31262,2025-08-19T23:10:08-05:00,2025-08-19
1920,914,909.60944,2025-08-19T23:10:32-05:00,2025-08-19
1921,915,909.60944,2025-08-19T23:10:57-05:00,2025-08-19
1922,915,912.42194,2025-08-19T23:11:21-05:00,2025-08-19
1923,917,911.71875,2025-08-19T23:11:45-05:00,2025-08-19
1924,915,910.31262,2025-08-19T23:12:09-05:00,2025-08-19
1925,915,910.31262,2025-08-19T23:12:33-05:00,2025-08-19
1926,915,909.60944,2025-08-19T23:12:57-05:00,2025-08-19
1927,915,913.12512,2025-08-19T23:13:21-05:00,2025-08-19
1928,916,909.60944,2025-08-19T23:13:46-05:00,2025-08-19
1929,915,909.60944,2025-08-19T23:14:09-05:00,2025-08-19
1930,915,910.31262,2025-08-19T23:14:33-05:00,2025-08-19
1931,915,909.60944,2025-08-19T23:14:57-05:00,2025-08-19
1932,915,911.01556,2025-08-19T23:15:24-05:00,2025-08-19
1933,914,910.31262,2025-08-19T23:15:46-05:00,2025-08-19
1934,914,909.60944,2025-08-19T23:16:09-05:00,2025-08-19
1935,914,911.01556,2025-08-19T23:16:36-05:00,2025-08-19
1936,915,911.01556,2025-08-19T23:16:58-05:00,2025-08-19
1937,914,909.60944,2025-08-19T23:17:21-05:00,2025-08-19
1938,914,909.60944,2025-08-19T23:17:47-05:00,2025-08-19
1939,915,910.31262,2025-08-19T23:18:10-05:00,2025-08-19
1940,914,909.60944,2025-08-19T23:18:37-05:00,2025-08-19
1941,914,910.31262,2025-08-19T23:18:58-05:00,2025-08-19
1942,914,910.31262,2025-08-19T23:19:23-05:00,2025-08-19
1943,913,909.60944,2025-08-19T23:19:46-05:00,2025-08-19
1944,913,910.31262,2025-08-19T23:20:10-05:00,2025-08-19
1945,913,909.60944,2025-08-19T23:20:34-05:00,2025-08-19
1946,913,909.60944,2025-08-19T23:20:58-05:00,2025-08-19
1947,913,910.31262,2025-08-19T23:21:22-05:00,2025-08-19
1948,912,906.79687,2025-08-19T23:21:47-05:00,2025-08-19
1949,913,910.31262,2025-08-19T23:22:10-05:00,2025-08-19
1950,913,910.31262,2025-08-19T23:22:34-05:00,2025-08-19
1951,912,909.60944,2025-08-19T23:23:01-05:00,2025-08-19
1952,913,910.31262,2025-08-19T23:23:22-05:00,2025-08-19
1953,912,910.31262,2025-08-19T23:23:46-05:00,2025-08-19
1954,913,909.60944,2025-08-19T23:24:11-05:00,2025-08-19
1955,912,908.20306,2025-08-19T23:24:35-05:00,2025-08-19
1956,912,906.79687,2025-08-19T23:25:01-05:00,2025-08-19
1957,912,906.79687,2025-08-19T23:25:23-05:00,2025-08-19
1958,912,908.20306,2025-08-19T23:25:47-05:00,2025-08-19
1959,911,905.39075,2025-08-19T23:26:11-05:00,2025-08-19
1960,911,903.98437,2025-08-19T23:26:34-05:00,2025-08-19
1961,910,908.20306,2025-08-19T23:26:59-05:00,2025-08-19
1962,911,906.79687,2025-08-19T23:27:23-05:00,2025-08-19
1963,911,906.79687,2025-08-19T23:27:47-05:00,2025-08-19
1964,910,907.50006,2025-08-19T23:28:11-05:00,2025-08-19
1965,911,906.79687,2025-08-19T23:28:35-05:00,2025-08-19
1966,911,905.39075,2025-08-19T23:28:59-05:00,2025-08-19
1967,911,907.50006,2025-08-19T23:29:26-05:00,2025-08-19
1968,912,906.79687,2025-08-19T23:29:47-05:00,2025-08-19
1969,911,907.50006,2025-08-19T23:30:11-05:00,2025-08-19
1971,4402,4399.21875,2025-08-20T13:43:31-05:00,2025-08-20
1972,4394,4390.07813,2025-08-20T13:43:55-05:00,2025-08-20
1973,4389,4385.15625,2025-08-20T13:44:19-05:00,2025-08-20
1974,4388,4384.45312,2025-08-20T13:44:43-05:00,2025-08-20
1975,4388,4383.04688,2025-08-20T13:45:07-05:00,2025-08-20
1976,4386,4381.64062,2025-08-20T13:45:31-05:00,2025-08-20
1977,4388,4384.45312,2025-08-20T13:45:55-05:00,2025-08-20
1978,4384,4382.34375,2025-08-20T13:46:19-05:00,2025-08-20
1979,4388,4384.45312,2025-08-20T13:46:43-05:00,2025-08-20
1980,4390,4390.07813,2025-08-20T13:47:08-05:00,2025-08-20
1981,506,499.68762,2025-08-20T13:56:07-05:00,2025-08-20
1982,502,496.87512,2025-08-20T13:56:31-05:00,2025-08-20
1983,494,489.84369,2025-08-20T13:56:55-05:00,2025-08-20
1984,488,483.51569,2025-08-20T13:57:19-05:00,2025-08-20
1985,483,479.29681,2025-08-20T13:57:43-05:00,2025-08-20
1986,480,475.78131,2025-08-20T13:58:07-05:00,2025-08-20
1987,479,475.07812,2025-08-20T13:58:31-05:00,2025-08-20
1988,478,472.96881,2025-08-20T13:58:55-05:00,2025-08-20
1989,481,475.07812,2025-08-20T13:59:19-05:00,2025-08-20
1990,483,479.29681,2025-08-20T13:59:43-05:00,2025-08-20
1991,483,478.59384,2025-08-20T14:00:07-05:00,2025-08-20
1992,483,477.89066,2025-08-20T14:00:32-05:00,2025-08-20
1993,482,479.29681,2025-08-20T14:00:56-05:00,2025-08-20
1994,480,475.07812,2025-08-20T14:01:20-05:00,2025-08-20
1995,477,472.26562,2025-08-20T14:01:44-05:00,2025-08-20
1996,474,470.85947,2025-08-20T14:02:08-05:00,2025-08-20
1997,472,466.64056,2025-08-20T14:02:32-05:00,2025-08-20
1998,471,465.23444,2025-08-20T14:02:56-05:00,2025-08-20
1999,469,465.23444,2025-08-20T14:03:20-05:00,2025-08-20
2000,467,461.01553,2025-08-20T14:03:44-05:00,2025-08-20
2001,467,462.42191,2025-08-20T14:04:08-05:00,2025-08-20
2002,467,461.01553,2025-08-20T14:04:32-05:00,2025-08-20
2003,467,461.71872,2025-08-20T14:04:56-05:00,2025-08-20
2004,467,461.71872,2025-08-20T14:05:20-05:00,2025-08-20
2005,466,461.01553,2025-08-20T14:05:44-05:00,2025-08-20
2006,467,462.42191,2025-08-20T14:06:08-05:00,2025-08-20
2007,469,465.23444,2025-08-20T14:06:32-05:00,2025-08-20
2008,469,464.53125,2025-08-20T14:06:56-05:00,2025-08-20
2009,468,465.23444,2025-08-20T14:07:20-05:00,2025-08-20
2010,468,464.53125,2025-08-20T14:07:44-05:00,2025-08-20
2011,469,464.53125,2025-08-20T14:08:09-05:00,2025-08-20
2012,470,464.53125,2025-08-20T14:08:33-05:00,2025-08-20
2013,469,463.82806,2025-08-20T14:08:57-05:00,2025-08-20
2014,471,468.04694,2025-08-20T14:09:21-05:00,2025-08-20
2015,478,475.07812,2025-08-20T14:09:46-05:00,2025-08-20
2016,486,483.51569,2025-08-20T14:10:09-05:00,2025-08-20
2017,494,489.84369,2025-08-20T14:10:33-05:00,2025-08-20
2018,495,491.95325,2025-08-20T14:10:57-05:00,2025-08-20
2019,497,492.65622,2025-08-20T14:11:21-05:00,2025-08-20
2020,498,495.46875,2025-08-20T14:11:45-05:00,2025-08-20
2021,498,494.76556,2025-08-20T14:12:09-05:00,2025-08-20
2022,498,495.46875,2025-08-20T14:12:33-05:00,2025-08-20
2023,500,494.06259,2025-08-20T14:12:58-05:00,2025-08-20
2024,502,497.57806,2025-08-20T14:13:21-05:00,2025-08-20
2025,502,498.28125,2025-08-20T14:13:46-05:00,2025-08-20
2026,501,496.87512,2025-08-20T14:14:10-05:00,2025-08-20
2027,502,498.28125,2025-08-20T14:14:34-05:00,2025-08-20
2028,503,496.87512,2025-08-20T14:14:58-05:00,2025-08-20
2029,502,497.57806,2025-08-20T14:15:22-05:00,2025-08-20
2030,502,498.28125,2025-08-20T14:15:46-05:00,2025-08-20
2031,501,496.87512,2025-08-20T14:16:10-05:00,2025-08-20
2032,503,496.87512,2025-08-20T14:17:25-05:00,2025-08-20
2033,503,497.57806,2025-08-20T14:17:46-05:00,2025-08-20
2034,503,498.28125,2025-08-20T14:18:11-05:00,2025-08-20
2035,503,497.57806,2025-08-20T14:18:34-05:00,2025-08-20
2036,505,501.09378,2025-08-20T14:18:58-05:00,2025-08-20
2037,505,500.39059,2025-08-20T14:19:23-05:00,2025-08-20
2038,505,500.39059,2025-08-20T14:19:47-05:00,2025-08-20
2039,505,501.09378,2025-08-20T14:20:11-05:00,2025-08-20
2040,504,499.68762,2025-08-20T14:20:35-05:00,2025-08-20
2041,505,501.09378,2025-08-20T14:20:59-05:00,2025-08-20
2042,506,500.39059,2025-08-20T14:21:23-05:00,2025-08-20
2043,506,502.49991,2025-08-20T14:21:47-05:00,2025-08-20
