entry_id,co2_ppm,ch4_ppm,created_at,tiempo_min
3489,400,396.32803,2025-09-13T10:17:09-05:00,0
3490,1025,1012.96875,2025-09-13T10:17:39-05:00,0.5
3491,912,899.0625,2025-09-13T10:18:09-05:00,1
3492,907,903.98437,2025-09-13T10:18:40-05:00,1.5166666666666666
3493,930,930,2025-09-13T10:19:09-05:00,2
3494,943,941.25006,2025-09-13T10:19:40-05:00,2.5166666666666666
3495,942,937.03119,2025-09-13T10:20:09-05:00,3
3496,951,948.98444,2025-09-13T10:20:39-05:00,3.5
3497,983,984.84381,2025-09-13T10:21:09-05:00,4
3498,1058,1063.59363,2025-09-13T10:21:40-05:00,4.516666666666667
3499,1198,1217.57825,2025-09-13T10:22:10-05:00,5.016666666666667
3500,1402,1420.78125,2025-09-13T10:22:40-05:00,5.516666666666667
3501,1645,1669.6875,2025-09-13T10:23:09-05:00,6
3502,1919,1945.3125,2025-09-13T10:23:39-05:00,6.5
3503,2204,2232.1875,2025-09-13T10:24:10-05:00,7.016666666666667
3504,2681,2692.03125,2025-09-13T10:24:40-05:00,7.516666666666667
3505,2788,2797.5,2025-09-13T10:25:10-05:00,8.016666666666667
3506,2897,2919.84375,2025-09-13T10:25:40-05:00,8.516666666666667
3507,3023,3037.26538,2025-09-13T10:26:10-05:00,9.016666666666667
3508,3162,3171.56274,2025-09-13T10:26:40-05:00,9.516666666666667
3509,3298,3307.26562,2025-09-13T10:27:10-05:00,10.016666666666667
3510,3421,3432.42187,2025-09-13T10:27:40-05:00,10.516666666666667
3511,3547,3558.98462,2025-09-13T10:28:10-05:00,11.016666666666667
3512,3670,3686.95313,2025-09-13T10:28:40-05:00,11.516666666666667
3513,3781,3790.3125,2025-09-13T10:29:10-05:00,12.016666666666667
3514,3882,3892.26562,2025-09-13T10:29:40-05:00,12.516666666666667
3515,3972,3980.85938,2025-09-13T10:30:11-05:00,13.033333333333333
3516,4082,4096.17187,2025-09-13T10:30:40-05:00,13.516666666666667
3517,4170,4182.65625,2025-09-13T10:31:11-05:00,14.033333333333333
3518,4269,4277.57813,2025-09-13T10:31:40-05:00,14.516666666666667
3519,4355,4366.875,2025-09-13T10:32:10-05:00,15.016666666666667
3520,4448,4457.57812,2025-09-13T10:32:40-05:00,15.516666666666667
3521,4539,4546.87549,2025-09-13T10:33:10-05:00,16.016666666666666
3522,4649,4669.92187,2025-09-13T10:33:41-05:00,16.533333333333335
3523,4776,4789.45313,2025-09-13T10:34:13-05:00,17.066666666666666
3524,4896,4900.54688,2025-09-13T10:34:40-05:00,17.516666666666666
3525,4985,4991.95312,2025-09-13T10:35:10-05:00,18.016666666666666
3526,5064,5075.625,2025-09-13T10:35:40-05:00,18.516666666666666
3527,5147,5154.375,2025-09-13T10:36:12-05:00,19.05
3528,5221,5228.90625,2025-09-13T10:36:41-05:00,19.533333333333335
3529,5363,5370.9375,2025-09-13T10:37:40-05:00,20.516666666666666
3530,5446,5451.79736,2025-09-13T10:38:12-05:00,21.05
3531,5526,5531.95312,2025-09-13T10:38:41-05:00,21.533333333333335
3532,5689,5694.37549,2025-09-13T10:39:41-05:00,22.533333333333335
3533,5775,5783.67187,2025-09-13T10:40:12-05:00,23.05
3534,5851,5853.98437,2025-09-13T10:40:41-05:00,23.533333333333335
3535,5936,5943.28125,2025-09-13T10:41:11-05:00,24.033333333333335
3539,931,923.672,2025-09-13T10:43:11-05:00,26.033333333333335
3540,855,839.29688,2025-09-13T10:43:41-05:00,26.533333333333335
3541,816,813.28125,2025-09-13T10:44:11-05:00,27.033333333333335
3542,819,816.09375,2025-09-13T10:44:41-05:00,27.533333333333335
3543,839,839.29688,2025-09-13T10:45:11-05:00,28.033333333333335
3544,843,838.59369,2025-09-13T10:45:41-05:00,28.533333333333335
3545,954,989.76569,2025-09-13T10:46:11-05:00,29.033333333333335
3546,912,903.98437,2025-09-13T10:46:41-05:00,29.533333333333335
3547,884,879.37512,2025-09-13T10:47:11-05:00,30.033333333333335
3548,888,880.07806,2025-09-13T10:47:41-05:00,30.533333333333335
3549,859,857.57812,2025-09-13T10:48:11-05:00,31.033333333333335
3550,880,875.85937,2025-09-13T10:48:41-05:00,31.533333333333335
3551,899,899.76569,2025-09-13T10:49:11-05:00,32.03333333333333
3552,942,939.84369,2025-09-13T10:49:41-05:00,32.53333333333333
3553,964,963.04681,2025-09-13T10:50:11-05:00,33.03333333333333
3554,985,981.32812,2025-09-13T10:50:41-05:00,33.53333333333333
3555,1035,1036.17188,2025-09-13T10:51:11-05:00,34.03333333333333
3556,1104,1108.59375,2025-09-13T10:51:41-05:00,34.53333333333333
3557,1251,1254.84363,2025-09-13T10:52:41-05:00,35.53333333333333
3558,1321,1323.75012,2025-09-13T10:53:11-05:00,36.03333333333333
3559,1402,1408.82813,2025-09-13T10:53:42-05:00,36.55
3560,1506,1513.59375,2025-09-13T10:54:12-05:00,37.05
3561,1611,1618.3595,2025-09-13T10:54:42-05:00,37.55
3562,1696,1702.73438,2025-09-13T10:55:12-05:00,38.05
3563,1764,1766.71863,2025-09-13T10:55:42-05:00,38.55
3564,1890,1891.875,2025-09-13T10:56:42-05:00,39.55
3565,1955,1962.89075,2025-09-13T10:57:16-05:00,40.11666666666667
3566,2038,2045.15637,2025-09-13T10:57:42-05:00,40.55
3567,2127,2132.34375,2025-09-13T10:58:12-05:00,41.05
3568,2216,2223.75,2025-09-13T10:58:42-05:00,41.55
3569,2290,2297.57837,2025-09-13T10:59:12-05:00,42.05
3570,2380,2387.57813,2025-09-13T10:59:42-05:00,42.55
