entry_id,co2_ppm,ch4_ppm,created_at,tiempo_min
1,436,432.18759,2025-08-10T17:01:24-05:00,0
2,422,418.125,2025-08-10T17:01:56-05:00,0.5333333333333333
3,430,426.56256,2025-08-10T17:02:25-05:00,1.0166666666666666
4,446,444.84384,2025-08-10T17:02:56-05:00,1.5333333333333334
5,445,440.62494,2025-08-10T17:03:26-05:00,2.033333333333333
6,450,441.32812,2025-08-10T17:03:57-05:00,2.55
7,431,423.04684,2025-08-10T17:04:27-05:00,3.05
8,444,451.17184,2025-08-10T17:04:56-05:00,3.533333333333333
9,484,479.29681,2025-08-10T17:05:31-05:00,4.116666666666666
10,446,439.21878,2025-08-10T17:06:04-05:00,4.666666666666667
11,457,453.98434,2025-08-10T17:06:37-05:00,5.216666666666667
12,452,445.54678,2025-08-10T17:07:06-05:00,5.7
13,437,432.18759,2025-08-10T17:07:35-05:00,6.183333333333334
14,427,420.93753,2025-08-10T17:08:05-05:00,6.683333333333334
15,418,413.90634,2025-08-10T17:09:09-05:00,7.75
16,417,414.60928,2025-08-10T17:09:38-05:00,8.233333333333333
17,428,423.04684,2025-08-10T17:10:36-05:00,9.2
18,441,437.10947,2025-08-10T17:20:35-05:00,19.183333333333334
19,424,420.23434,2025-08-10T17:22:43-05:00,21.316666666666666
20,443,436.40628,2025-08-10T17:24:48-05:00,23.4
21,425,420.23434,2025-08-10T17:29:12-05:00,27.8
23,400,416.01566,2025-08-10T17:41:44-05:00,40.333333333333336
24,473,472.96881,2025-08-10T17:44:40-05:00,43.266666666666666
25,463,456.09369,2025-08-10T17:45:07-05:00,43.71666666666667
26,443,437.81241,2025-08-10T17:45:40-05:00,44.266666666666666
27,408,404.06241,2025-08-10T17:47:15-05:00,45.85
28,411,406.87494,2025-08-10T17:47:47-05:00,46.38333333333333
29,434,429.37509,2025-08-10T17:51:24-05:00,50
30,445,440.62494,2025-08-10T17:56:02-05:00,54.63333333333333
31,414,411.09381,2025-08-10T17:58:02-05:00,56.63333333333333
33,565,569.99994,2025-08-10T18:04:10-05:00,62.766666666666666
34,476,467.34375,2025-08-10T18:06:11-05:00,64.78333333333333
35,466,462.42191,2025-08-10T18:08:10-05:00,66.76666666666667
36,443,436.40628,2025-08-10T18:10:10-05:00,68.76666666666667
37,480,470.15628,2025-08-10T18:12:10-05:00,70.76666666666667
38,504,495.46875,2025-08-10T18:14:10-05:00,72.76666666666667
39,1876,1942.49988,2025-08-10T18:18:10-05:00,76.76666666666667
40,1920,1903.12512,2025-08-10T18:18:35-05:00,77.18333333333334
41,1815,1829.29688,2025-08-10T18:18:59-05:00,77.58333333333333
42,488,478.59384,2025-08-10T18:20:12-05:00,78.8
43,464,453.28116,2025-08-10T18:20:37-05:00,79.21666666666667
44,444,440.62494,2025-08-10T18:21:01-05:00,79.61666666666666
45,465,451.87503,2025-08-10T18:22:22-05:00,80.96666666666667
46,441,434.29694,2025-08-10T18:22:46-05:00,81.36666666666666
47,431,430.07803,2025-08-10T18:23:10-05:00,81.76666666666667
48,449,446.24997,2025-08-10T18:23:37-05:00,82.21666666666667
49,449,444.84384,2025-08-10T18:23:58-05:00,82.56666666666666
50,446,443.43747,2025-08-10T18:24:22-05:00,82.96666666666667
51,445,439.92197,2025-08-10T18:24:50-05:00,83.43333333333334
52,443,439.92197,2025-08-10T18:25:10-05:00,83.76666666666667
53,436,430.07803,2025-08-10T18:25:35-05:00,84.18333333333334
54,424,420.23434,2025-08-10T18:25:58-05:00,84.56666666666666
55,423,417.42181,2025-08-10T18:26:22-05:00,84.96666666666667
56,428,424.45322,2025-08-10T18:26:46-05:00,85.36666666666666
57,430,425.85937,2025-08-10T18:27:13-05:00,85.81666666666666
58,431,427.26575,2025-08-10T18:27:36-05:00,86.2
59,426,421.64072,2025-08-10T18:27:58-05:00,86.56666666666666
60,421,417.42181,2025-08-10T18:28:22-05:00,86.96666666666667
61,433,432.18759,2025-08-10T18:28:47-05:00,87.38333333333334
62,468,466.64056,2025-08-10T18:29:10-05:00,87.76666666666667
63,518,519.37506,2025-08-10T18:29:34-05:00,88.16666666666667
64,545,541.875,2025-08-10T18:29:59-05:00,88.58333333333333
65,554,549.60937,2025-08-10T18:30:23-05:00,88.98333333333333
66,559,555.93756,2025-08-10T18:30:47-05:00,89.38333333333334
67,563,558.75012,2025-08-10T18:31:11-05:00,89.78333333333333
68,566,560.85944,2025-08-10T18:31:35-05:00,90.18333333333334
69,567,563.67194,2025-08-10T18:31:59-05:00,90.58333333333333
70,568,565.07813,2025-08-10T18:32:23-05:00,90.98333333333333
71,566,560.85944,2025-08-10T18:32:48-05:00,91.4
72,566,562.26556,2025-08-10T18:33:11-05:00,91.78333333333333
73,567,564.37494,2025-08-10T18:33:38-05:00,92.23333333333333
74,573,571.40631,2025-08-10T18:33:59-05:00,92.58333333333333
75,529,516.5625,2025-08-10T18:34:26-05:00,93.03333333333333
76,486,478.59384,2025-08-10T18:34:47-05:00,93.38333333333334
77,470,470.15628,2025-08-10T18:35:11-05:00,93.78333333333333
78,485,482.8125,2025-08-10T18:35:35-05:00,94.18333333333334
79,763,995.39069,2025-08-10T18:35:59-05:00,94.58333333333333
80,700,669.84381,2025-08-10T18:36:24-05:00,95
81,540,506.71881,2025-08-10T18:36:47-05:00,95.38333333333334
82,457,451.17184,2025-08-10T18:37:12-05:00,95.8
83,539,557.34375,2025-08-10T18:37:37-05:00,96.21666666666667
84,634,605.15631,2025-08-10T18:38:04-05:00,96.66666666666667
85,482,513.75,2025-08-10T18:38:23-05:00,96.98333333333333
