entry_id,co2_ppm,ch4_ppm,created_at,tiempo_min
1629,493,466.64056,2025-08-19T14:45:48-05:00,0
1630,408,401.95306,2025-08-19T14:46:36-05:00,0.8
1631,419,414.60928,2025-08-19T14:47:00-05:00,1.2
1632,414,418.125,2025-08-19T14:47:28-05:00,1.6666666666666667
1633,435,428.67191,2025-08-19T14:47:48-05:00,2
1634,425,423.75003,2025-08-19T14:48:14-05:00,2.433333333333333
1635,469,463.82806,2025-08-19T15:14:21-05:00,28.55
1636,468,465.23444,2025-08-19T15:14:44-05:00,28.933333333333334
1637,463,456.09369,2025-08-19T15:15:08-05:00,29.333333333333332
1638,451,443.43747,2025-08-19T15:15:32-05:00,29.733333333333334
1639,454,442.7345,2025-08-19T15:15:57-05:00,30.15
1640,445,442.03131,2025-08-19T15:16:21-05:00,30.55
1641,470,468.04694,2025-08-19T15:16:47-05:00,30.983333333333334
1642,478,472.26562,2025-08-19T15:17:11-05:00,31.383333333333333
1643,483,477.89066,2025-08-19T15:17:33-05:00,31.75
1644,486,484.21866,2025-08-19T15:17:57-05:00,32.15
1645,489,482.8125,2025-08-19T15:18:22-05:00,32.56666666666667
1646,490,487.03119,2025-08-19T15:18:45-05:00,32.95
1647,491,487.03119,2025-08-19T15:19:09-05:00,33.35
1648,493,485.62503,2025-08-19T15:19:33-05:00,33.75
1649,494,489.84369,2025-08-19T15:20:00-05:00,34.2
1650,494,491.95325,2025-08-19T15:20:22-05:00,34.56666666666667
1651,494,488.43756,2025-08-19T15:20:45-05:00,34.95
1652,494,489.84369,2025-08-19T15:21:10-05:00,35.36666666666667
1653,506,499.68762,2025-08-19T15:33:02-05:00,47.233333333333334
1654,509,503.20309,2025-08-19T15:33:26-05:00,47.63333333333333
1655,503,496.87512,2025-08-19T15:33:50-05:00,48.03333333333333
1656,499,494.06259,2025-08-19T15:34:14-05:00,48.43333333333333
1657,498,492.65622,2025-08-19T15:34:38-05:00,48.833333333333336
1658,497,491.25006,2025-08-19T15:35:02-05:00,49.233333333333334
1659,497,495.46875,2025-08-19T15:35:26-05:00,49.63333333333333
1660,497,492.65622,2025-08-19T15:35:50-05:00,50.03333333333333
1661,497,491.25006,2025-08-19T15:36:21-05:00,50.55
1663,933,930,2025-08-19T21:09:39-05:00,383.85
1664,932,926.48431,2025-08-19T21:10:03-05:00,384.25
1665,930,927.89069,2025-08-19T21:10:27-05:00,384.65
1666,930,922.96881,2025-08-19T21:10:54-05:00,385.1
1667,930,925.07812,2025-08-19T21:11:18-05:00,385.5
1668,930,926.48431,2025-08-19T21:11:39-05:00,385.85
1669,931,924.37494,2025-08-19T21:12:03-05:00,386.25
1670,930,923.672,2025-08-19T21:12:27-05:00,386.65
1671,930,927.1875,2025-08-19T21:12:51-05:00,387.05
1672,931,926.48431,2025-08-19T21:13:15-05:00,387.45
1673,931,928.59387,2025-08-19T21:13:41-05:00,387.8833333333333
1674,931,927.1875,2025-08-19T21:14:06-05:00,388.3
1675,931,926.48431,2025-08-19T21:14:28-05:00,388.6666666666667
1676,932,927.1875,2025-08-19T21:14:52-05:00,389.06666666666666
1677,932,926.48431,2025-08-19T21:15:16-05:00,389.46666666666664
1678,931,927.89069,2025-08-19T21:15:39-05:00,389.85
1679,933,930,2025-08-19T21:16:06-05:00,390.3
1680,933,929.29681,2025-08-19T21:16:28-05:00,390.6666666666667
1681,934,930,2025-08-19T21:16:52-05:00,391.06666666666666
1682,934,928.59387,2025-08-19T21:17:15-05:00,391.45
1683,933,929.29681,2025-08-19T21:17:42-05:00,391.9
1684,933,930,2025-08-19T21:18:07-05:00,392.31666666666666
1685,934,928.59387,2025-08-19T21:18:28-05:00,392.6666666666667
1686,934,930,2025-08-19T21:18:52-05:00,393.06666666666666
1687,934,929.29681,2025-08-19T21:19:16-05:00,393.46666666666664
1688,935,929.29681,2025-08-19T21:19:43-05:00,393.9166666666667
1689,936,933.51569,2025-08-19T21:20:07-05:00,394.31666666666666
1690,935,929.29681,2025-08-19T21:20:33-05:00,394.75
1691,934,930,2025-08-19T21:20:53-05:00,395.0833333333333
1692,936,932.10931,2025-08-19T21:21:17-05:00,395.48333333333335
1693,935,929.29681,2025-08-19T21:21:40-05:00,395.8666666666667
1694,936,934.92187,2025-08-19T21:22:04-05:00,396.26666666666665
1695,936,934.21869,2025-08-19T21:22:28-05:00,396.6666666666667
1696,937,935.62506,2025-08-19T21:22:52-05:00,397.06666666666666
1697,939,937.03119,2025-08-19T21:26:51-05:00,401.05
1698,940,937.73438,2025-08-19T21:27:38-05:00,401.8333333333333
1699,943,940.54687,2025-08-19T21:28:28-05:00,402.6666666666667
1700,942,938.43756,2025-08-19T21:29:43-05:00,403.9166666666667
1701,942,937.03119,2025-08-19T21:30:26-05:00,404.6333333333333
1702,940,937.73438,2025-08-19T21:35:30-05:00,409.7
1703,941,934.92187,2025-08-19T21:36:12-05:00,410.4
1704,940,934.21869,2025-08-19T21:36:39-05:00,410.85
1705,940,935.62506,2025-08-19T21:37:03-05:00,411.25
1706,941,937.03119,2025-08-19T21:37:25-05:00,411.6166666666667
1707,941,938.43756,2025-08-19T21:38:13-05:00,412.4166666666667
1708,940,934.21869,2025-08-19T21:39:01-05:00,413.21666666666664
1709,940,934.92187,2025-08-19T21:39:27-05:00,413.65
1710,941,937.03119,2025-08-19T21:39:49-05:00,414.01666666666665
1711,942,938.43756,2025-08-19T21:40:14-05:00,414.43333333333334
1712,942,937.73438,2025-08-19T21:40:40-05:00,414.8666666666667
1713,942,937.73438,2025-08-19T21:41:52-05:00,416.06666666666666
1714,941,937.03119,2025-08-19T21:42:14-05:00,416.43333333333334
1715,940,935.62506,2025-08-19T21:42:42-05:00,416.9
1716,941,938.43756,2025-08-19T21:43:55-05:00,418.1166666666667
1717,941,938.43756,2025-08-19T21:44:16-05:00,418.46666666666664
1718,942,938.43756,2025-08-19T21:45:32-05:00,419.73333333333335
1719,940,937.03119,2025-08-19T21:45:56-05:00,420.1333333333333
1720,941,938.43756,2025-08-19T21:46:20-05:00,420.53333333333336
1721,941,937.03119,2025-08-19T21:46:44-05:00,420.93333333333334
1722,941,934.21869,2025-08-19T21:47:08-05:00,421.3333333333333
1723,941,938.43756,2025-08-19T21:47:32-05:00,421.73333333333335
1724,940,934.21869,2025-08-19T21:47:56-05:00,422.1333333333333
