entry_id,co2_ppm,ch4_ppm,created_at,tiempo_min
3362,400,396.32803,2025-09-11T09:44:52-05:00,0
3363,868,863.90637,2025-09-11T09:45:22-05:00,0.5
3364,868,863.20319,2025-09-11T09:45:52-05:00,1
3365,868,862.5,2025-09-11T09:46:22-05:00,1.5
3366,872,869.53119,2025-09-11T09:46:52-05:00,2
3367,883,880.78125,2025-09-11T09:47:22-05:00,2.5
3368,878,870.93756,2025-09-11T09:47:52-05:00,3
3369,858,855.46881,2025-09-11T09:48:22-05:00,3.5
3370,873,868.82819,2025-09-11T09:48:52-05:00,4
3371,951,972.18756,2025-09-11T09:49:22-05:00,4.5
3372,981,978.51556,2025-09-11T09:49:52-05:00,5
3373,924,915.93762,2025-09-11T09:50:22-05:00,5.5
3374,899,892.73431,2025-09-11T09:50:52-05:00,6
3375,932,925.78131,2025-09-11T09:51:22-05:00,6.5
3376,902,894.14069,2025-09-11T09:51:52-05:00,7
3377,1007,1013.67194,2025-09-11T09:52:22-05:00,7.5
3378,1174,1217.57825,2025-09-11T09:52:52-05:00,8
3379,1364,1381.40613,2025-09-11T09:53:22-05:00,8.5
3380,1590,1617.65625,2025-09-11T09:53:52-05:00,9
3381,1922,1955.85938,2025-09-11T09:54:22-05:00,9.5
3382,2387,2432.57788,2025-09-11T09:54:53-05:00,10.016666666666667
3383,2838,2880.46899,2025-09-11T09:55:22-05:00,10.5
3384,3278,3317.10937,2025-09-11T09:55:53-05:00,11.016666666666667
3385,3948,3977.34399,2025-09-11T09:56:54-05:00,12.033333333333333
3386,4251,4279.6875,2025-09-11T09:57:24-05:00,12.533333333333333
3387,4532,4557.42187,2025-09-11T09:57:53-05:00,13.016666666666667
3388,4793,4818.28125,2025-09-11T09:58:24-05:00,13.533333333333333
3389,5045,5068.59375,2025-09-11T09:58:53-05:00,14.016666666666667
3390,5297,5322.42236,2025-09-11T09:59:24-05:00,14.533333333333333
3394,991,981.32812,2025-09-11T10:01:53-05:00,17.016666666666666
3395,938,930,2025-09-11T10:02:22-05:00,17.5
