entry_id,co2_ppm,ch4_ppm,created_at,tiempo_min
2741,838,835.78137,2025-08-22T16:12:09-05:00,0
2742,832,828.04681,2025-08-22T16:12:39-05:00,0.5
2743,839,840.70325,2025-08-22T16:13:09-05:00,1
2744,900,896.95319,2025-08-22T16:13:39-05:00,1.5
2745,872,861.09381,2025-08-22T16:14:09-05:00,2
2746,846,837.89069,2025-08-22T16:14:39-05:00,2.5
2747,823,816.79694,2025-08-22T16:15:09-05:00,3
2748,808,802.73431,2025-08-22T16:15:39-05:00,3.5
2749,797,791.4845,2025-08-22T16:16:09-05:00,4
2750,792,785.15625,2025-08-22T16:16:39-05:00,4.5
2751,800,800.625,2025-08-22T16:17:10-05:00,5.016666666666667
2752,811,807.65619,2025-08-22T16:17:39-05:00,5.5
2753,820,810.46869,2025-08-22T16:18:09-05:00,6
2754,825,822.422,2025-08-22T16:18:39-05:00,6.5
2755,814,807.65619,2025-08-22T16:19:09-05:00,7
2756,798,794.99994,2025-08-22T16:19:39-05:00,7.5
2757,793,788.67194,2025-08-22T16:20:09-05:00,8
2758,793,788.67194,2025-08-22T16:20:39-05:00,8.5
2759,793,788.67194,2025-08-22T16:21:09-05:00,9
2760,794,787.96875,2025-08-22T16:21:39-05:00,9.5
2761,788,783.04694,2025-08-22T16:22:09-05:00,10
2762,793,788.67194,2025-08-22T16:22:39-05:00,10.5
2763,795,790.78131,2025-08-22T16:23:09-05:00,11
2764,792,788.67194,2025-08-22T16:23:40-05:00,11.516666666666667
2765,790,786.56262,2025-08-22T16:24:09-05:00,12
2766,787,780.23438,2025-08-22T16:24:39-05:00,12.5
2767,784,780.23438,2025-08-22T16:25:10-05:00,13.016666666666667
2768,783,781.64056,2025-08-22T16:25:40-05:00,13.516666666666667
2769,789,785.85944,2025-08-22T16:26:10-05:00,14.016666666666667
2770,783,778.12506,2025-08-22T16:26:40-05:00,14.516666666666667
2771,782,794.99994,2025-08-22T16:27:10-05:00,15.016666666666667
2772,993,1038.98438,2025-08-22T16:27:40-05:00,15.516666666666667
2773,1102,1097.34375,2025-08-22T16:28:10-05:00,16.016666666666666
2774,1111,1107.89063,2025-08-22T16:28:39-05:00,16.5
2775,1108,1095.9375,2025-08-22T16:29:10-05:00,17.016666666666666
2776,1011,998.20325,2025-08-22T16:29:40-05:00,17.516666666666666
2777,950,940.54687,2025-08-22T16:30:10-05:00,18.016666666666666
2778,918,915.23444,2025-08-22T16:30:40-05:00,18.516666666666666
2779,941,935.62506,2025-08-22T16:31:10-05:00,19.016666666666666
2780,916,907.50006,2025-08-22T16:31:40-05:00,19.516666666666666
2781,891,884.29694,2025-08-22T16:32:10-05:00,20.016666666666666
2782,888,885.70312,2025-08-22T16:32:40-05:00,20.516666666666666
2783,892,889.922,2025-08-22T16:33:10-05:00,21.016666666666666
2784,952,945.46875,2025-08-22T16:33:40-05:00,21.516666666666666
2785,932,924.37494,2025-08-22T16:34:10-05:00,22.016666666666666
2786,889,884.99994,2025-08-22T16:34:40-05:00,22.516666666666666
2787,877,874.45325,2025-08-22T16:35:10-05:00,23.016666666666666
2788,872,868.82819,2025-08-22T16:35:40-05:00,23.516666666666666
2789,873,868.125,2025-08-22T16:36:10-05:00,24.016666666666666
2790,874,868.82819,2025-08-22T16:36:40-05:00,24.516666666666666
2791,869,863.20319,2025-08-22T16:37:10-05:00,25.016666666666666
2792,863,859.68744,2025-08-22T16:37:40-05:00,25.516666666666666
2793,863,858.9845,2025-08-22T16:38:10-05:00,26.016666666666666
2794,876,901.17188,2025-08-22T16:38:40-05:00,26.516666666666666
2795,883,936.32825,2025-08-22T16:39:10-05:00,27.016666666666666
2796,905,882.89056,2025-08-22T16:39:40-05:00,27.516666666666666
2797,825,816.09375,2025-08-22T16:40:10-05:00,28.016666666666666
2798,817,811.17188,2025-08-22T16:40:40-05:00,28.516666666666666
2799,895,927.1875,2025-08-22T16:41:10-05:00,29.016666666666666
2800,999,993.98431,2025-08-22T16:41:40-05:00,29.516666666666666
2801,894,940.54687,2025-08-22T16:42:10-05:00,30.016666666666666
2802,913,901.87506,2025-08-22T16:42:40-05:00,30.516666666666666
2803,848,857.57812,2025-08-22T16:43:10-05:00,31.016666666666666
2804,910,924.37494,2025-08-22T16:43:41-05:00,31.533333333333335
2805,888,877.26556,2025-08-22T16:44:10-05:00,32.016666666666666
2806,858,851.95306,2025-08-22T16:44:41-05:00,32.53333333333333
2807,840,833.67181,2025-08-22T16:45:11-05:00,33.03333333333333
2808,1096,1112.8125,2025-08-22T16:45:41-05:00,33.53333333333333
2809,927,909.60944,2025-08-22T16:46:11-05:00,34.03333333333333
2810,877,866.01569,2025-08-22T16:46:41-05:00,34.53333333333333
2811,835,826.64062,2025-08-22T16:47:11-05:00,35.03333333333333
2812,813,806.25006,2025-08-22T16:47:41-05:00,35.53333333333333
2813,796,792.18744,2025-08-22T16:48:11-05:00,36.03333333333333
