entry_id,co2_ppm,ch4_ppm,created_at,tiempo_min
2936,873,866.71887,2025-08-25T17:36:25-05:00,0
2937,859,855.46881,2025-08-25T17:36:55-05:00,0.5
2938,847,842.81256,2025-08-25T17:37:25-05:00,1
2939,840,835.07819,2025-08-25T17:37:55-05:00,1.5
2940,827,822.422,2025-08-25T17:38:25-05:00,2
2941,826,822.422,2025-08-25T17:38:56-05:00,2.5166666666666666
2942,825,821.71881,2025-08-25T17:39:26-05:00,3.0166666666666666
2943,827,822.422,2025-08-25T17:39:55-05:00,3.5
2944,832,828.04681,2025-08-25T17:40:26-05:00,4.016666666666667
2945,840,835.78137,2025-08-25T17:40:56-05:00,4.516666666666667
2946,844,837.89069,2025-08-25T17:41:26-05:00,5.016666666666667
2947,850,847.03125,2025-08-25T17:41:56-05:00,5.516666666666667
2948,852,846.32806,2025-08-25T17:42:26-05:00,6.016666666666667
2949,854,848.43762,2025-08-25T17:42:56-05:00,6.516666666666667
2950,855,849.84375,2025-08-25T17:43:26-05:00,7.016666666666667
2951,859,854.06244,2025-08-25T17:43:56-05:00,7.516666666666667
2952,861,854.76562,2025-08-25T17:44:26-05:00,8.016666666666667
2953,859,855.46881,2025-08-25T17:44:56-05:00,8.516666666666667
2954,862,857.57812,2025-08-25T17:45:26-05:00,9.016666666666667
2955,862,856.87494,2025-08-25T17:45:56-05:00,9.516666666666667
2956,863,860.39063,2025-08-25T17:46:26-05:00,10.016666666666667
2957,862,861.09381,2025-08-25T17:46:56-05:00,10.516666666666667
2958,863,856.87494,2025-08-25T17:47:26-05:00,11.016666666666667
2959,866,860.39063,2025-08-25T17:47:56-05:00,11.516666666666667
2960,867,863.90637,2025-08-25T17:48:26-05:00,12.016666666666667
2961,867,862.5,2025-08-25T17:48:56-05:00,12.516666666666667
2962,868,863.20319,2025-08-25T17:49:26-05:00,13.016666666666667
2963,862,858.28131,2025-08-25T17:49:56-05:00,13.516666666666667
2964,861,857.57812,2025-08-25T17:50:26-05:00,14.016666666666667
2965,859,856.172,2025-08-25T17:50:56-05:00,14.516666666666667
2966,858,856.172,2025-08-25T17:51:26-05:00,15.016666666666667
2967,856,851.25012,2025-08-25T17:51:56-05:00,15.516666666666667
2968,857,852.65625,2025-08-25T17:52:26-05:00,16.016666666666666
2969,853,849.84375,2025-08-25T17:52:56-05:00,16.516666666666666
2970,853,849.14056,2025-08-25T17:53:26-05:00,17.016666666666666
2971,857,852.65625,2025-08-25T17:53:57-05:00,17.533333333333335
2972,857,851.95306,2025-08-25T17:54:26-05:00,18.016666666666666
2973,859,854.76562,2025-08-25T17:54:57-05:00,18.533333333333335
2974,857,855.46881,2025-08-25T17:55:27-05:00,19.033333333333335
2975,858,855.46881,2025-08-25T17:55:56-05:00,19.516666666666666
2976,856,851.95306,2025-08-25T17:56:27-05:00,20.033333333333335
2977,853,849.84375,2025-08-25T17:56:57-05:00,20.533333333333335
2978,843,839.29688,2025-08-25T17:57:27-05:00,21.033333333333335
2979,847,840.70325,2025-08-25T17:57:57-05:00,21.533333333333335
2980,846,841.40619,2025-08-25T17:58:27-05:00,22.033333333333335
2981,848,843.51575,2025-08-25T17:58:56-05:00,22.516666666666666
2982,850,846.32806,2025-08-25T17:59:27-05:00,23.033333333333335
2983,851,847.03125,2025-08-25T17:59:57-05:00,23.533333333333335
2984,854,849.14056,2025-08-25T18:00:27-05:00,24.033333333333335
2985,855,851.25012,2025-08-25T18:00:57-05:00,24.533333333333335
2986,855,852.65625,2025-08-25T18:01:27-05:00,25.033333333333335
2987,853,849.14056,2025-08-25T18:01:57-05:00,25.533333333333335
2988,854,849.14056,2025-08-25T18:02:27-05:00,26.033333333333335
2989,852,847.73444,2025-08-25T18:02:57-05:00,26.533333333333335
2990,850,846.32806,2025-08-25T18:03:27-05:00,27.033333333333335
2991,850,846.32806,2025-08-25T18:03:57-05:00,27.533333333333335
2992,851,847.03125,2025-08-25T18:04:27-05:00,28.033333333333335
2993,847,844.21869,2025-08-25T18:04:57-05:00,28.533333333333335
2994,838,832.26569,2025-08-25T18:05:27-05:00,29.033333333333335
2995,825,820.31244,2025-08-25T18:05:57-05:00,29.533333333333335
2996,822,818.20306,2025-08-25T18:06:27-05:00,30.033333333333335
2997,829,825.2345,2025-08-25T18:06:57-05:00,30.533333333333335
2998,818,811.17188,2025-08-25T18:07:27-05:00,31.033333333333335
2999,812,807.65619,2025-08-25T18:07:57-05:00,31.533333333333335
3000,812,808.35937,2025-08-25T18:08:27-05:00,32.03333333333333
3001,806,803.4375,2025-08-25T18:08:57-05:00,32.53333333333333
3002,801,797.10931,2025-08-25T18:09:27-05:00,33.03333333333333
3003,817,813.98444,2025-08-25T18:09:57-05:00,33.53333333333333
3004,812,807.65619,2025-08-25T18:10:27-05:00,34.03333333333333
3005,815,810.46869,2025-08-25T18:10:57-05:00,34.53333333333333
3006,819,816.09375,2025-08-25T18:11:27-05:00,35.03333333333333
3007,823,818.90625,2025-08-25T18:11:57-05:00,35.53333333333333
3008,828,823.82813,2025-08-25T18:12:27-05:00,36.03333333333333
3009,835,833.67181,2025-08-25T18:12:57-05:00,36.53333333333333
3010,843,841.40619,2025-08-25T18:13:27-05:00,37.03333333333333
3011,847,842.81256,2025-08-25T18:13:57-05:00,37.53333333333333
3012,812,804.84369,2025-08-25T18:17:55-05:00,41.5
3013,804,799.92181,2025-08-25T18:18:24-05:00,41.983333333333334
3014,800,797.10931,2025-08-25T18:18:54-05:00,42.483333333333334
3015,808,804.14069,2025-08-25T18:19:24-05:00,42.983333333333334
3016,817,813.98444,2025-08-25T18:19:54-05:00,43.483333333333334
3017,828,825.2345,2025-08-25T18:20:24-05:00,43.983333333333334
3018,838,835.07819,2025-08-25T18:20:54-05:00,44.483333333333334
3019,843,839.29688,2025-08-25T18:21:24-05:00,44.983333333333334
3020,847,844.92188,2025-08-25T18:21:54-05:00,45.483333333333334
3021,843,837.89069,2025-08-25T18:22:24-05:00,45.983333333333334
3022,839,835.78137,2025-08-25T18:22:54-05:00,46.483333333333334
3023,843,841.40619,2025-08-25T18:23:24-05:00,46.983333333333334
3024,848,843.51575,2025-08-25T18:23:54-05:00,47.483333333333334
3025,849,844.92188,2025-08-25T18:24:24-05:00,47.983333333333334
3026,847,843.51575,2025-08-25T18:25:24-05:00,48.983333333333334
3027,852,846.32806,2025-08-25T18:25:54-05:00,49.483333333333334
3028,853,849.84375,2025-08-25T18:26:24-05:00,49.983333333333334
3029,856,855.46881,2025-08-25T18:26:55-05:00,50.5
3030,860,857.57812,2025-08-25T18:27:25-05:00,51
3031,865,863.90637,2025-08-25T18:27:54-05:00,51.483333333333334
3032,867,862.5,2025-08-25T18:28:24-05:00,51.983333333333334
3033,860,855.46881,2025-08-25T18:28:54-05:00,52.483333333333334
3034,856,850.54694,2025-08-25T18:29:24-05:00,52.983333333333334
3035,852,846.32806,2025-08-25T18:29:55-05:00,53.5
3036,847,844.21869,2025-08-25T18:30:24-05:00,53.983333333333334
3037,842,835.07819,2025-08-25T18:30:55-05:00,54.5
3038,835,832.96887,2025-08-25T18:31:24-05:00,54.983333333333334
3039,845,841.40619,2025-08-25T18:31:54-05:00,55.483333333333334
3040,849,843.51575,2025-08-25T18:32:25-05:00,56
3041,850,843.51575,2025-08-25T18:32:55-05:00,56.5
3042,854,852.65625,2025-08-25T18:33:24-05:00,56.983333333333334
3043,861,856.87494,2025-08-25T18:33:55-05:00,57.5
3044,862,856.87494,2025-08-25T18:34:25-05:00,58
3045,862,858.9845,2025-08-25T18:34:55-05:00,58.5
3046,863,857.57812,2025-08-25T18:35:25-05:00,59
3047,866,863.90637,2025-08-25T18:35:55-05:00,59.5
3048,864,859.68744,2025-08-25T18:36:25-05:00,60
3049,859,851.25012,2025-08-25T18:36:55-05:00,60.5
3050,857,855.46881,2025-08-25T18:37:25-05:00,61
3051,856,852.65625,2025-08-25T18:37:55-05:00,61.5
3052,858,854.06244,2025-08-25T18:38:25-05:00,62
3053,859,855.46881,2025-08-25T18:38:55-05:00,62.5
3054,861,858.28131,2025-08-25T18:39:25-05:00,63
